MSSubClass,LotFrontage,LotArea,OverallQual,OverallCond,YearBuilt,YearRemodAdd,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,1stFlrSF,2ndFlrSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,Bedroom,Kitchen,TotRmsAbvGrd,GarageYrBlt,GarageCars,GarageArea,WoodDeckSF,ScreenPorch,PoolArea,MoSold,YrSold,SalePrice
160,24,1950,6,6,1980,1980,81,612,23,716,716,840,1556,1,0,2,1,3,1,6,1980,2,452,161,0,0,7,2008,151000
60,74,10927,8,5,2005,2005,546,0,512,1058,1058,846,1904,1,0,2,1,3,1,8,2003,2,736,179,0,0,6,2006,275000
50,50,9000,6,6,1937,1950,0,0,780,780,780,595,1375,0,0,1,1,3,1,6,1979,1,544,0,126,0,12,2007,141000
60,80,10041,8,5,1992,1992,789,0,119,908,927,988,1915,1,0,2,1,3,1,8,1992,2,506,120,0,0,2,2006,220000
160,30,3182,7,5,2004,2005,0,0,600,600,600,600,1200,0,0,2,1,2,1,4,2004,2,480,0,0,0,6,2010,151000
20,88,12803,7,5,2002,2002,922,0,572,1494,1494,0,1494,1,0,2,0,3,1,6,2002,2,530,192,0,0,9,2008,221000
60,85,13600,7,6,1965,1990,454,0,314,768,1186,800,1986,0,0,2,1,3,1,7,1965,2,486,0,189,0,10,2009,205000
20,82,12464,5,5,1996,1996,732,0,308,1040,1040,0,1040,1,0,1,0,3,1,6,2000,2,576,168,0,0,11,2009,152000
20,78,7800,5,8,1948,2002,603,0,293,896,1112,896,2008,1,0,3,0,3,1,8,1948,1,230,103,0,0,8,2006,225000
70,78,12168,8,6,1934,1998,428,0,537,965,1940,1254,3194,0,0,2,1,4,1,10,1934,2,380,0,0,0,9,2007,359100
20,61,7943,4,5,1961,1961,903,0,126,1029,1029,0,1029,1,0,1,0,3,1,5,1961,1,261,64,0,0,4,2007,118500
60,NA,11050,9,5,2000,2000,904,0,536,1440,1476,677,2153,1,0,2,1,3,1,8,2000,3,736,253,0,0,5,2009,313000
80,NA,10395,6,6,1978,1978,605,0,427,1032,1032,0,1032,0,1,2,0,3,1,6,1978,2,564,0,0,0,7,2007,148000
60,NA,11885,8,5,2001,2001,990,0,309,1299,1299,573,1872,1,0,2,1,3,1,7,2001,2,531,160,0,0,11,2009,261500
20,70,8402,5,5,2007,2007,206,0,914,1120,1120,0,1120,0,0,1,0,3,1,6,NA,0,0,0,0,0,12,2007,147000
180,21,1491,4,6,1972,1972,150,480,0,630,630,0,630,1,0,1,0,1,1,3,NA,0,0,96,0,0,5,2010,75500
85,80,8800,6,7,1963,1963,763,0,173,936,1054,0,1054,1,0,1,0,3,1,6,1963,2,480,120,0,0,5,2010,137500
60,NA,7861,6,5,2002,2003,457,0,326,783,807,702,1509,1,0,2,1,3,1,7,2002,2,393,100,0,0,6,2006,183200
45,59,7227,6,6,1954,1954,0,0,832,832,832,0,832,0,0,1,0,2,1,4,1962,2,528,0,0,0,6,2008,105500
20,90,11694,9,5,2007,2007,48,0,1774,1822,1828,0,1828,0,0,2,0,3,1,9,2007,3,774,0,260,0,7,2007,314813
60,85,12244,8,5,2003,2003,871,0,611,1482,1482,780,2262,1,0,2,1,4,1,10,2003,3,749,168,0,0,8,2008,305000
30,45,8248,3,3,1914,1950,41,0,823,864,864,0,864,1,0,1,0,2,1,5,NA,0,0,0,0,0,9,2008,67000
60,90,10800,6,7,1974,1997,956,182,384,1522,1548,1066,2614,0,0,2,1,4,1,9,1974,2,624,38,0,0,6,2008,240000
20,71,7064,5,6,1977,1977,560,0,420,980,980,0,980,0,0,1,0,3,1,6,1986,2,484,192,0,0,7,2009,135000
160,NA,2117,6,5,2000,2000,420,0,336,756,756,756,1512,0,0,2,1,2,1,4,2000,2,440,0,0,0,6,2007,168500
60,80,10400,6,5,1972,1972,247,0,485,732,1012,778,1790,1,0,1,2,4,1,8,1972,2,484,148,147,0,11,2006,165150
20,87,10000,6,6,1962,1962,0,0,1116,1116,1116,0,1116,0,0,1,1,3,1,5,1962,2,440,0,385,0,2,2010,160000
20,NA,12342,5,5,1960,1978,0,0,978,978,1422,0,1422,0,0,1,0,3,1,6,1960,1,286,0,0,0,8,2007,139900
80,80,9600,6,6,1955,1972,674,132,350,1156,1520,0,1520,1,0,1,0,3,1,7,1955,1,364,0,0,0,3,2010,153000
60,70,11606,5,5,1969,1969,650,0,390,1040,1040,1040,2080,0,1,1,2,5,1,9,1969,2,504,335,0,0,9,2007,135000
80,82,9020,6,5,1964,1964,624,336,288,1248,1350,0,1350,1,0,1,1,3,1,6,1964,2,520,176,0,0,6,2008,168500
70,50,9000,5,6,1880,1991,0,0,636,636,1089,661,1750,0,0,1,0,3,1,8,1937,1,240,0,0,0,6,2006,124000
120,34,4590,8,5,2006,2006,24,0,1530,1554,1554,0,1554,0,0,2,0,2,1,6,2006,2,627,156,0,0,8,2007,209500
20,85,11900,7,5,1977,1977,822,0,564,1386,1411,0,1411,0,0,2,0,3,1,6,1977,2,544,192,0,0,4,2009,82500
20,80,9250,5,7,1954,2005,480,468,108,1056,1056,0,1056,0,1,1,0,3,1,6,1954,1,260,390,0,0,7,2007,139400
90,64,6979,6,5,1980,1980,1056,0,0,1056,1056,0,1056,2,0,0,0,0,2,4,1980,2,576,264,0,0,6,2010,144000
190,60,10896,6,7,1914,1995,256,0,1184,1440,1440,1440,3395,0,0,2,0,8,2,14,NA,0,0,0,0,0,3,2007,200000
30,51,6120,2,3,1936,1950,0,0,264,264,800,0,800,0,0,1,0,1,1,4,NA,0,0,0,0,0,1,2009,60000
190,50,6000,5,4,1954,1954,0,0,811,811,811,576,1387,0,0,2,0,3,2,7,1954,1,256,0,0,0,11,2009,93000
30,67,8777,5,7,1910,1950,0,0,796,796,796,0,796,0,0,1,0,2,1,4,NA,0,0,328,0,0,5,2008,85000
120,53,3982,8,5,2006,2006,1154,0,366,1520,1567,0,1567,1,0,2,0,1,1,7,2006,3,648,312,0,0,10,2006,264561
120,62,12677,8,5,2003,2004,1218,0,300,1518,1518,0,1518,0,0,1,1,1,1,6,2003,2,588,185,0,0,4,2008,274000
60,NA,7050,7,5,2001,2001,738,0,319,1057,1057,872,1929,1,0,2,1,3,1,7,2001,2,650,0,0,0,5,2007,226000
80,75,13860,8,7,1972,1995,1410,0,542,1952,2000,704,2704,1,0,2,1,4,1,9,1972,2,538,269,0,0,7,2009,345000
60,80,10793,5,5,1969,1969,493,287,0,780,780,840,1620,0,0,2,1,4,1,7,1969,2,462,208,0,0,4,2007,152000
20,85,9187,9,5,2009,2009,1121,0,645,1766,1766,0,1766,1,0,2,1,2,1,7,2009,3,478,195,0,0,10,2009,370878
20,NA,10530,6,5,1971,1971,282,35,664,981,981,0,981,1,0,1,1,3,1,5,1979,2,576,0,0,0,3,2007,143250
20,60,7200,5,5,1950,1950,0,0,0,0,1048,0,1048,0,0,1,0,3,1,7,1950,2,420,0,0,0,7,2008,98300
20,85,10452,6,5,1953,1953,500,0,594,1094,1094,0,1094,0,0,1,0,3,1,5,1953,2,495,0,287,0,6,2008,155000
60,70,7700,6,5,1966,1966,0,0,756,756,1051,788,1839,0,0,1,1,4,1,7,1966,2,442,0,0,0,6,2010,155000
180,21,1936,4,6,1970,1970,131,499,0,630,630,0,630,1,0,1,0,1,1,3,NA,0,0,0,0,0,12,2007,84500
60,65,8125,7,6,2007,2007,0,0,813,813,822,843,1665,0,0,2,1,3,1,7,2007,2,562,0,0,0,5,2008,205950
70,60,9084,4,5,1940,1950,0,0,755,755,755,755,1510,1,0,1,0,4,1,7,1940,1,296,120,0,0,10,2009,108000
60,70,8750,7,5,1996,1996,0,0,880,880,909,807,1716,0,0,2,1,2,1,7,1996,2,512,0,0,0,7,2009,191000
50,60,10320,6,7,1906,1995,0,0,756,756,756,713,1469,0,0,1,0,3,1,7,1906,1,216,57,0,0,6,2008,135000
20,91,10437,8,6,1995,1995,1696,0,413,2109,2113,0,2113,1,0,2,1,2,1,7,1995,3,839,236,0,0,8,2008,350000
160,21,1680,6,5,1971,1971,0,0,525,525,525,567,1092,0,0,1,1,3,1,6,1971,1,264,0,0,0,3,2010,88000
20,72,10007,5,7,1959,2006,806,0,247,1053,1053,0,1053,1,0,1,1,3,1,5,1959,1,312,0,0,0,8,2008,145500
70,60,7200,7,6,1931,2000,0,0,776,776,851,651,1502,0,0,1,1,3,1,6,1931,1,270,0,0,0,2,2008,149000
50,78,17503,6,5,1948,1950,0,0,912,912,912,546,1458,0,1,1,0,3,1,6,1948,1,330,192,0,0,1,2010,97500
20,75,9937,5,7,1964,1999,637,0,849,1486,1486,0,1486,1,0,1,0,3,1,7,1968,2,480,0,0,0,3,2009,167000
60,NA,12384,7,7,1976,1976,0,0,793,793,1142,793,1935,0,0,2,1,3,1,7,1976,2,550,0,0,0,11,2007,197900
60,52,46589,8,7,1994,2005,1361,180,88,1629,1686,762,2448,1,0,2,1,4,1,8,1994,3,711,517,0,0,7,2009,402000
20,120,13560,6,3,1968,1968,0,0,1392,1392,1392,0,1392,1,0,1,0,2,1,5,1968,2,576,0,0,0,7,2009,110000
85,90,10012,4,5,1972,1972,920,180,38,1138,1181,0,1181,1,0,2,0,3,1,6,1974,2,588,0,0,0,4,2008,137500
20,49,20896,8,5,2005,2006,1721,0,356,2077,2097,0,2097,1,0,1,1,1,1,8,2005,3,1134,192,0,0,1,2006,423000
60,106,11194,8,5,2000,2000,0,0,1406,1406,1454,482,1936,0,0,2,1,3,1,7,2000,2,504,188,0,0,11,2006,230500
60,NA,18450,6,5,1965,1979,187,723,111,1021,1465,915,2380,0,0,2,1,3,1,7,1965,2,596,0,0,0,8,2007,129000
20,65,8125,6,5,1994,1998,1138,0,270,1408,1679,0,1679,1,0,2,0,3,1,7,1994,2,575,224,0,0,10,2008,193500
20,NA,14175,5,6,1956,1987,988,0,200,1188,1437,0,1437,1,0,1,1,3,1,6,1999,2,576,304,0,0,11,2006,168000
30,80,11600,4,5,1922,1950,0,0,700,700,1180,0,1180,0,0,1,0,2,1,5,1922,1,252,0,0,0,7,2006,137500
60,64,8633,6,5,2005,2005,193,0,545,738,738,738,1476,1,0,2,1,3,1,7,2005,2,540,100,0,0,2,2009,173500
70,54,6629,6,6,1925,1950,551,0,121,672,697,672,1369,1,0,2,0,3,1,6,1930,1,300,147,0,0,7,2009,103600
20,NA,11250,6,6,1977,1977,767,0,441,1208,1208,0,1208,1,0,1,1,3,1,6,1977,2,546,198,0,0,6,2006,165000
20,110,14442,6,7,1957,2004,1186,0,291,1477,1839,0,1839,1,0,2,0,3,1,7,1957,2,416,0,200,0,6,2007,257500
20,80,9200,6,6,1965,1965,892,0,244,1136,1136,0,1136,1,0,1,0,3,1,5,1965,1,384,426,0,0,7,2008,140000
160,24,2289,6,6,1978,1978,311,0,544,855,855,586,1441,0,0,2,1,3,1,7,1978,2,440,28,0,0,4,2009,148500
70,60,9600,4,2,1900,1950,0,0,1095,1095,1095,679,1774,1,0,2,0,4,2,8,1920,3,779,0,0,0,5,2006,87000
30,52,9022,5,8,1924,2006,0,0,768,768,792,0,792,0,0,1,0,2,1,5,1924,1,240,316,0,0,5,2009,109500
20,80,11844,8,5,2008,2008,0,0,2046,2046,2046,0,2046,0,0,2,1,3,1,7,2008,3,834,322,0,0,7,2009,372500
20,NA,9945,5,5,1961,1961,827,0,161,988,988,0,988,1,0,1,0,3,1,5,1963,2,572,0,0,0,10,2007,128500
120,50,8012,6,5,1980,1980,543,119,261,923,923,0,923,0,0,2,0,2,1,5,1980,1,264,80,0,0,5,2010,143000
50,55,4500,5,5,1932,2000,182,0,611,793,848,672,1520,0,0,1,0,3,1,6,1968,1,281,0,0,0,7,2009,159434
120,NA,2887,6,5,1996,1997,1003,0,288,1291,1291,0,1291,1,0,1,0,2,1,6,1996,2,431,307,0,0,11,2008,173000
20,90,11248,9,5,2002,2002,1059,0,567,1626,1668,0,1668,1,0,2,0,3,1,7,2002,3,702,257,0,0,7,2007,285000
60,58,16770,7,5,1998,1998,0,0,1195,1195,1195,644,1839,0,0,2,1,4,1,7,1998,2,486,0,0,0,6,2010,221000
160,NA,5062,7,5,1984,1984,828,182,180,1190,1190,900,2090,1,0,2,0,3,1,6,1984,2,577,219,0,0,9,2007,207500
60,84,10207,7,6,2007,2007,0,0,874,874,874,887,1761,0,0,3,0,3,1,7,2007,2,578,144,0,0,8,2007,227875
160,NA,5105,7,5,2004,2004,239,0,312,551,551,551,1102,0,0,2,1,2,1,4,2004,2,480,0,0,0,3,2007,148800
20,60,8089,8,6,2007,2007,945,0,474,1419,1419,0,1419,1,0,2,0,2,1,7,2007,2,567,140,0,0,10,2007,392000
120,61,7577,6,5,2005,2006,20,0,1342,1362,1362,0,1362,0,0,2,0,2,1,6,2005,2,460,192,0,0,6,2007,194700
120,NA,4426,6,5,2004,2004,697,0,151,848,848,0,848,1,0,1,0,1,1,3,2004,2,420,149,0,0,5,2008,141000
60,104,21535,10,6,1994,1995,1455,0,989,2444,2444,1872,4316,0,1,3,1,4,1,10,1994,3,832,382,0,0,1,2007,755000
60,42,26178,7,5,1989,1990,965,0,245,1210,1238,1281,2519,1,0,2,1,4,1,9,1989,2,628,320,0,0,4,2006,335000
30,60,5400,5,6,1921,1968,0,0,1073,1073,1073,0,1073,0,0,1,0,2,1,4,1968,1,326,0,0,0,12,2006,108480
50,51,6120,5,6,1936,1950,0,0,927,927,1067,472,1539,0,0,1,1,3,1,5,1995,2,576,112,0,0,4,2009,141500
20,54,13811,6,6,1987,1987,980,40,92,1112,1137,0,1137,1,0,2,0,2,1,5,1987,2,551,125,0,0,7,2006,176000
30,50,6000,5,7,1921,1950,616,0,0,616,616,0,616,0,0,1,0,2,1,4,1921,1,205,0,0,0,6,2006,89000
20,57,6420,5,7,1952,1952,210,551,219,980,1148,0,1148,0,1,1,0,2,1,6,1952,1,308,0,0,0,9,2006,123500
20,65,8450,5,8,1965,2009,553,117,224,894,894,0,894,1,0,1,0,3,1,5,1973,1,336,416,0,0,4,2010,138500
120,59,4282,7,5,2004,2004,16,0,1375,1391,1391,0,1391,0,0,2,0,2,1,5,2004,2,530,156,0,0,7,2008,196000
20,85,14331,8,5,2002,2002,1274,0,526,1800,1800,0,1800,1,0,2,0,3,1,7,2002,3,765,270,0,0,5,2006,312500
20,80,9600,7,5,1969,1969,0,0,1164,1164,1164,0,1164,0,0,1,1,3,1,6,1969,2,528,0,0,0,7,2006,140000
60,82,12438,8,5,2006,2006,0,0,1234,1234,1264,1312,2576,0,0,2,1,4,1,10,2006,3,666,324,0,0,7,2006,361919
190,76,7630,5,9,1900,1996,0,0,360,360,1032,780,1812,0,0,2,0,4,2,8,1999,2,672,344,0,0,5,2010,140000
20,70,8400,7,5,2004,2005,712,0,761,1473,1484,0,1484,1,0,2,0,3,1,7,2004,2,606,0,0,0,5,2010,213000
190,70,5600,4,5,1930,1950,0,0,0,0,372,720,1092,0,0,2,0,3,2,7,NA,0,0,0,0,0,7,2010,55000
20,NA,115149,7,5,1971,2002,1219,0,424,1643,1824,0,1824,1,0,2,0,2,1,5,1971,2,739,380,0,0,6,2007,302000
120,48,6240,8,5,2006,2006,863,0,461,1324,1324,0,1324,1,0,2,0,2,1,6,2006,2,550,192,0,0,12,2009,254000
60,65,9018,7,5,2007,2007,0,0,728,728,728,728,1456,0,0,2,1,3,1,8,2007,2,400,100,0,0,7,2007,179540
20,NA,7162,5,7,1966,1966,0,0,876,876,904,0,904,0,0,1,0,3,1,6,1966,1,408,0,0,0,12,2008,109900
30,56,4130,3,6,1935,2003,0,0,270,270,729,0,729,0,0,1,0,2,1,5,NA,0,0,0,0,0,7,2008,52000
50,66,8712,4,7,1900,1950,0,0,859,859,859,319,1178,0,0,1,0,2,1,7,1964,1,384,68,0,0,1,2010,102776
120,40,4671,8,5,1988,1989,767,0,461,1228,1228,0,1228,1,0,2,0,2,1,5,1988,2,472,168,0,0,10,2008,189000
190,60,9873,4,5,1970,1970,789,0,171,960,960,0,960,1,0,1,0,3,1,6,1970,2,576,0,0,0,5,2006,129000
60,NA,13517,6,8,1976,2005,533,0,192,725,725,754,1479,0,0,2,1,3,1,6,1976,2,475,0,0,0,3,2010,130500
20,78,10140,6,5,1974,1974,0,0,1064,1064,1350,0,1350,0,0,2,0,3,1,7,1974,2,478,0,0,0,8,2009,165000
70,60,10800,7,8,1890,1998,0,0,718,718,1576,978,2554,0,0,1,1,3,1,8,1996,2,704,0,0,0,7,2007,159500
20,80,10000,5,6,1973,2000,1084,0,92,1176,1178,0,1178,0,1,1,1,3,1,5,1973,2,439,224,0,0,11,2008,157000
60,96,10542,7,5,1993,1994,1173,0,138,1311,1325,1093,2418,1,0,2,1,3,1,9,1993,3,983,250,0,0,8,2008,341000
20,69,9920,5,6,1969,1969,523,0,448,971,971,0,971,0,0,1,1,3,1,5,1969,1,300,0,0,0,5,2006,128500
120,NA,6563,8,5,1985,1985,1148,0,594,1742,1742,0,1742,1,0,2,0,2,1,5,1985,2,564,114,0,0,12,2006,275000
120,NA,4426,6,5,2004,2004,662,0,186,848,848,0,848,1,0,1,0,1,1,3,2004,2,420,160,0,0,5,2010,143000
20,70,8120,4,7,1970,1970,191,0,673,864,864,0,864,0,0,1,0,3,1,5,1994,2,463,0,0,0,7,2009,124500
50,60,8172,4,6,1954,1972,0,0,941,941,997,473,1470,0,0,2,0,4,1,7,1958,1,548,0,156,0,5,2008,135000
20,86,13286,9,5,2007,2008,1234,0,464,1698,1698,0,1698,1,0,2,0,3,1,8,2007,3,768,327,0,0,2,2009,320000
20,60,6960,4,6,1970,1970,375,239,250,864,864,0,864,0,0,1,0,3,1,5,1989,2,660,96,0,0,11,2009,120500
20,NA,21695,6,9,1988,2007,808,0,72,880,1680,0,1680,1,0,2,0,3,1,5,1988,2,540,292,0,0,12,2009,222000
20,64,7314,7,5,2007,2007,724,0,508,1232,1232,0,1232,1,0,2,0,2,1,6,2007,2,632,132,0,0,2,2009,194500
90,85,11475,5,5,1958,1958,0,0,1584,1584,1776,0,1776,1,0,2,0,4,2,9,1968,3,888,0,0,0,7,2009,110000
30,52,6240,4,5,1925,1950,152,0,628,780,848,0,1208,0,0,1,0,2,1,5,1962,2,539,0,0,0,1,2009,103000
120,39,5389,8,5,1995,1996,1180,0,415,1595,1616,0,1616,1,0,2,0,2,1,5,1995,2,608,237,0,0,3,2010,236500
80,73,9590,7,5,2003,2003,786,0,82,868,1146,0,1146,1,0,2,0,3,1,6,2003,2,438,160,0,0,5,2007,187500
60,75,11404,7,5,1998,1999,252,0,901,1153,1153,878,2031,0,0,2,1,3,1,8,1998,2,541,192,0,0,7,2008,222500
20,80,10000,5,6,1961,1983,594,0,270,864,1144,0,1144,1,0,1,0,3,1,6,1961,1,264,165,0,0,3,2009,131400
20,NA,8978,5,5,1968,1968,0,0,948,948,948,0,948,0,0,1,0,3,1,6,1968,1,300,147,0,0,5,2007,108000
75,60,10800,7,7,1914,1970,390,0,490,880,880,888,1768,0,0,1,1,2,1,6,1914,2,320,0,0,0,10,2006,163000
90,60,8544,3,4,1950,1950,0,0,0,0,1040,0,1040,0,0,2,0,2,2,6,1949,2,400,0,0,0,7,2006,93500
60,72,10463,8,5,2005,2005,0,0,893,893,901,900,1801,0,0,2,1,3,1,8,2005,3,800,0,0,0,6,2006,239900
90,60,10800,5,5,1987,1988,1200,0,0,1200,1200,0,1200,3,0,3,0,3,1,5,NA,0,0,120,0,0,3,2009,179000
60,65,9313,7,5,2004,2004,0,0,864,864,864,864,1728,0,0,2,1,3,1,7,2004,2,572,187,0,0,4,2009,190000
70,60,9600,5,7,1910,2002,0,0,264,264,768,664,1432,0,0,2,0,2,1,7,1910,2,360,270,0,0,5,2007,132000
20,65,6768,6,8,1961,1996,832,0,80,912,912,0,912,1,1,1,0,3,1,5,1962,1,288,168,0,0,5,2008,142000
20,65,8450,7,5,2000,2001,0,0,1349,1349,1349,0,1349,0,0,2,0,3,1,6,2000,2,539,120,0,0,12,2007,179000
80,70,12886,5,6,1963,1999,444,0,76,520,1464,0,1464,0,1,2,0,3,1,6,1997,2,480,302,100,0,10,2009,175000
120,41,5395,8,5,1993,1993,733,0,604,1337,1337,0,1337,1,0,2,0,2,1,5,1993,2,462,96,0,0,10,2008,180000
60,NA,8963,8,9,1976,1996,575,80,487,1142,1175,1540,2715,0,1,3,1,4,1,11,1994,2,831,0,0,0,7,2008,299800
60,NA,8795,7,5,2000,2000,300,0,652,952,980,1276,2256,0,0,2,1,4,1,8,2000,2,554,224,0,0,4,2009,236000
70,65,11700,7,7,1880,2003,0,0,1240,1240,1320,1320,2640,0,0,1,1,4,1,8,1950,4,864,181,0,0,5,2009,265979
20,59,10593,7,5,1996,1996,919,0,801,1720,1720,0,1720,1,0,2,0,3,1,7,1996,2,527,240,0,0,3,2010,260400
50,50,8405,4,3,1945,1950,0,0,0,0,1088,441,1529,0,0,2,0,4,1,9,1945,1,240,92,0,0,4,2009,98000
50,55,8800,4,7,1910,2004,0,0,576,576,792,348,1140,0,0,1,0,3,1,7,NA,0,0,0,0,0,6,2010,96500
60,NA,7750,7,5,2003,2003,0,0,660,660,660,660,1320,0,0,2,1,3,1,6,2003,2,400,0,0,0,8,2007,162000
20,79,9236,6,5,1997,1997,1200,0,279,1479,1494,0,1494,1,0,2,0,3,1,6,1997,2,576,168,0,0,7,2006,217000
60,80,10240,8,5,2005,2005,0,0,1030,1030,1038,1060,2098,0,0,2,1,3,1,8,2005,3,878,192,0,0,3,2006,275500
20,61,7930,6,8,1969,2005,439,472,115,1026,1026,0,1026,1,0,1,0,3,1,5,1969,2,440,171,0,0,7,2009,156000
160,34,3230,6,5,1999,1999,381,0,348,729,742,729,1471,0,0,2,1,3,1,6,1999,2,440,0,0,0,3,2009,172500
60,68,10769,8,5,2007,2007,20,0,846,866,866,902,1768,0,0,2,1,3,1,7,2007,2,578,144,0,0,4,2009,212000
60,NA,11616,6,5,1978,1978,438,0,234,672,672,714,1386,0,0,2,1,3,1,6,1978,2,440,335,0,0,4,2010,158900
160,24,2280,7,5,1999,1999,549,0,195,744,757,744,1501,0,0,2,1,3,1,6,1999,2,440,0,0,0,8,2008,179400
60,65,12257,8,5,1995,1995,56,64,1198,1318,1328,1203,2531,0,0,2,1,4,1,9,1995,3,752,222,0,0,11,2007,290000
20,70,9100,6,6,1959,1959,612,0,252,864,864,0,864,0,0,1,0,2,1,5,2008,1,300,0,0,0,10,2009,127500
30,60,6911,5,5,1924,1950,405,0,740,1145,1301,0,1301,0,0,1,0,2,1,5,1965,2,440,0,0,0,10,2009,100000
60,72,8640,7,5,2009,2009,24,0,732,756,764,783,1547,0,0,2,1,3,1,7,2009,2,614,169,0,0,6,2010,215200
60,82,9430,8,5,1999,1999,1163,0,89,1252,1268,1097,2365,1,0,2,1,3,1,8,1999,3,856,0,180,0,7,2009,337000
120,30,9549,8,5,1995,1996,437,1057,0,1494,1494,0,1494,1,0,1,1,2,1,6,1995,2,481,0,216,0,4,2006,270000
20,75,14587,9,5,2008,2008,0,0,1498,1498,1506,0,1506,0,0,2,0,2,1,6,2008,2,592,0,0,0,8,2008,264132
60,80,10421,7,5,1988,1988,394,0,586,980,980,734,1714,0,0,2,1,3,1,7,1988,2,496,228,0,0,3,2010,196500
50,75,12508,6,7,1940,1985,660,0,323,983,983,767,1750,1,0,2,0,4,1,7,1989,1,423,245,0,0,7,2008,160000
20,70,9100,7,5,2004,2005,24,0,1836,1860,1836,0,1836,0,0,2,0,3,1,8,2004,2,484,120,0,0,10,2006,216837
60,47,53504,8,5,2003,2003,1416,0,234,1650,1690,1589,3279,1,0,3,1,4,1,12,2003,3,841,503,210,0,6,2010,538000
85,NA,7252,5,5,1982,1982,685,0,173,858,858,0,858,1,0,1,0,2,1,5,1983,2,576,120,0,0,4,2009,134900
20,67,8877,4,5,1951,1951,836,0,0,836,1220,0,1220,0,0,1,0,2,1,6,1951,2,396,0,0,0,4,2006,102000
80,94,7819,6,5,1976,1976,422,127,480,1029,1117,0,1117,1,0,1,0,3,1,6,1976,2,672,144,0,0,3,2010,107000
20,70,10150,5,5,1958,1958,456,0,456,912,912,0,912,0,0,1,0,2,1,5,1958,1,275,0,0,0,7,2007,114500
20,110,14226,8,5,2006,2006,0,0,1935,1935,1973,0,1973,0,0,2,0,3,1,9,2006,3,895,315,0,0,7,2007,395000
120,32,4500,6,5,1998,1998,866,0,338,1204,1204,0,1204,1,0,2,0,2,1,5,1998,2,412,0,0,0,6,2009,162000
20,86,11210,7,5,2005,2006,20,0,1594,1614,1614,0,1614,0,0,2,0,3,1,7,2005,3,865,144,0,0,7,2006,221500
20,100,13350,5,5,1974,1974,762,0,102,864,894,0,894,1,0,1,0,3,1,5,1974,2,440,241,0,0,6,2006,142500
90,60,8400,5,5,1977,1977,0,0,0,0,2020,0,2020,0,0,2,0,4,2,10,1977,2,630,0,0,0,10,2007,144000
90,78,10530,6,5,1977,1977,975,0,0,975,1004,0,1004,1,0,1,0,2,1,4,1977,2,504,0,0,0,5,2006,135000
20,63,7875,7,5,1995,1996,0,0,1237,1237,1253,0,1253,0,0,2,0,3,1,6,1995,2,402,220,0,0,6,2007,176000
60,65,7153,6,5,1992,1992,387,0,374,761,810,793,1603,0,0,2,1,3,1,7,1992,2,484,0,0,0,7,2006,175900
20,67,16285,7,5,2001,2002,0,0,1413,1413,1430,0,1430,0,0,2,0,3,1,6,2001,2,605,0,0,0,6,2009,187100
85,NA,9101,5,6,1978,1978,1097,0,0,1097,1110,0,1110,1,0,1,0,1,1,4,1978,2,602,303,0,0,7,2009,165500
75,35,6300,6,6,1914,2001,0,0,742,742,742,742,1484,0,0,2,0,3,1,9,NA,0,0,0,0,0,6,2008,128000
20,NA,9790,6,5,1967,1967,251,630,491,1372,1342,0,1342,0,0,2,0,3,1,7,1967,2,457,0,197,0,9,2009,161500
50,60,10800,5,6,1915,1950,686,0,0,686,966,686,1652,1,0,2,0,4,1,7,1961,1,416,0,0,0,6,2010,139000
60,76,10142,7,5,2004,2004,656,0,300,956,956,1128,2084,1,0,2,1,4,1,8,2004,2,618,0,0,0,1,2010,233000
20,50,6000,4,7,1954,2000,0,0,901,901,901,0,901,0,0,1,0,2,1,4,1954,1,281,0,0,0,8,2008,107900
60,NA,12205,6,8,1966,2007,568,0,264,832,976,1111,2087,0,0,2,1,5,1,9,1966,2,444,133,0,0,7,2007,187500
120,43,3182,7,5,2005,2006,16,0,1129,1145,1145,0,1145,0,0,2,0,2,1,5,2005,2,397,100,0,0,9,2009,160200
80,NA,11333,6,5,1976,1976,539,0,490,1029,1062,0,1062,1,0,1,0,3,1,5,1976,2,539,120,0,0,5,2007,146800
60,92,9920,7,5,1996,1997,862,0,255,1117,1127,886,2013,1,0,2,1,3,1,8,1997,2,455,180,0,0,6,2007,269790
20,76,9158,8,5,2007,2007,0,0,1496,1496,1496,0,1496,0,0,2,0,3,1,7,2007,2,474,168,0,0,6,2007,225000
60,NA,10832,7,5,1994,1996,0,0,712,712,1086,809,1895,0,0,2,1,3,1,7,1994,2,409,143,0,0,10,2008,194500
60,70,8400,6,6,1980,1981,0,0,650,650,888,676,1564,0,0,2,1,3,1,7,1980,2,476,0,204,0,4,2010,171000
20,71,8197,6,5,1977,1977,0,0,660,660,1285,0,1285,0,0,1,1,3,1,7,1977,2,528,138,0,0,4,2007,143500
20,57,7677,5,5,1953,1953,570,0,203,773,773,0,773,0,0,1,0,2,1,4,1953,1,240,0,0,0,4,2008,110000
60,104,13518,9,5,2008,2009,0,0,1926,1926,1966,1174,3140,0,0,3,1,4,1,11,2009,3,820,144,0,0,7,2009,485000
50,60,7200,5,7,1937,1950,569,0,162,731,981,787,1768,1,0,1,1,3,1,7,1939,1,240,0,0,0,6,2007,175000
